,Liver_ILC1_1,Liver_ILC1_2,Liver_ILC1_3,Liver_NK_1,Liver_NK_2,Liver_NK_3
Gm21845,0,0,0,0,0,0
Gm21846,0,0,0,0,0,0
Gm21847,0,0,0,0,0,0
Gm21848,0,0,0,0,0,0
Gm21849,0,0,0,0,0,0
Gm21850,0,0,0,0,0,0
Gm21851,0,0,0,0,0,0
Gm21852,0,0,0,0,0,0
Gm21853,0,0,0,0,0,0
Gm21854,0,0,0,0,0,0
Gm21855,0,0,0,0,0,0
Gm21856,0,0,0,0,0,0
Gm21858,0,0,0,0,0,0
Gm21859,0,0,0,1,0,0
Gm21860,0,0,0,0,0,0
Gm21861,0,0,0,0,0,0
Gm21862,0,0,0,0,0,0
Gm21863,0,0,0,0,0,0
Gm21864,0,0,0,0,0,0
Gm21865,0,0,0,0,0,0
Gm21866,0,0,0,0,0,0
Gm21867,0,0,0,0,0,0
Gm21868,0,0,0,0,0,0
Gm21869,0,0,0,0,0,0
Gm21870,0,0,0,0,0,0
Gm21871,0,0,0,0,0,0
Gm21872,0,0,0,0,0,0
Gm21873,0,0,0,0,0,0
Gm21874,0,0,0,0,0,0
Gm21875,0,0,0,0,0,0
Gm21876,0,0,0,0,0,0
Gm21877,0,0,0,0,0,0
Gm21878,0,0,0,0,0,0
Gm21879,0,0,0,0,0,0
Gm21880,0,0,0,0,0,0
Gm21881,0,0,0,0,0,0
Gm21882,0,0,0,0,0,0
Gm21883,0,0,0,0,0,0
Gm21885,0,0,0,0,0,1
Gm21886,1,1,0,2,0,1
Gm21887,13,8,10,17,15,15
Gm21889,0,0,0,0,0,0
Gm2189,0,0,0,0,0,0
Gm21890,0,0,0,0,0,0
Gm21891,0,0,0,0,0,0
Gm21892,0,0,0,0,0,0
Gm21893,0,0,0,0,0,0
Gm21894,0,0,0,0,0,0
Gm21895,0,0,0,0,0,0
Gm21896,0,0,0,0,0,0
Gm21897,0,0,0,0,0,0
Gm21898,0,0,0,0,0,0
Gm21899,0,0,0,0,0,0
Gm21900,0,0,0,0,0,0
Gm21901,0,0,0,0,0,0
Gm21902,0,0,0,0,0,0
Gm21903,0,0,0,0,0,0
Gm21904,0,0,0,0,0,0
Gm21905,0,0,0,0,0,0
Gm21906,0,0,0,0,0,0
Gm21907,0,0,0,0,0,0
Gm21908,0,0,0,0,0,0
Gm21909,2,4,1,1,3,5
Gm21910,0,0,0,0,0,0
Gm21912,0,0,0,0,0,0
Gm21913,0,0,0,0,0,0
Gm21914,0,0,0,0,0,0
Gm21915,0,0,0,0,0,0
Gm21916,0,0,0,0,0,0
Gm21917,0,0,0,0,0,0
Gm21918,0,0,0,0,0,0
Gm21919,0,0,0,0,0,0
Gm21920,0,0,0,0,0,0
Gm21921,0,0,0,0,0,0
Gm21922,0,0,0,0,0,0
Gm21923,0,0,0,0,0,0
Gm21924,0,0,0,0,0,0
Gm21936,0,0,0,0,0,0
Gm21940,0,2,0,0,0,0
Gm21943,0,0,0,0,0,0
Gm21949,1,0,0,0,0,0
Gm21953,0,0,0,0,0,0
Gm21954,0,0,0,0,0,0
Gm21955,0,0,0,0,0,0
Gm21956,0,0,0,0,0,0
Gm21957,0,0,0,0,0,0
Gm21958,0,0,0,0,0,0
Gm21959,0,0,0,0,0,0
Gm21960,4,1,2,2,1,4
Gm21961,0,0,0,0,0,0
Gm21962,0,0,0,0,0,0
Gm21963,1,1,0,1,1,0
Gm21964,0,0,0,0,0,0
Gm21965,0,0,0,0,0,0
Gm21967,19,21,35,33,22,34
Gm21969,0,0,0,0,0,0
Gm21970,0,0,0,0,0,0
Gm21971,0,0,0,0,0,0
Gm21972,0,0,0,0,0,0
Gm21973,0,0,0,0,0,0
Gm21974,0,0,0,0,0,0
Gm21975,345,433,437,284,327,283
Gm21976,0,0,0,1,0,0
Gm21977,0,0,0,0,0,0
Gm21978,0,0,0,0,0,0
Gm21979,0,0,0,0,0,0
Gm21980,0,0,0,0,0,0
Gm21981,1,2,3,3,0,2
Gm21982,25,33,27,23,30,25
Gm21983,0,0,1,0,0,0
Gm21984,3,4,6,1,5,4
Gm21985,0,0,0,0,0,0
Gm21986,5,12,11,8,11,22
Gm21987,0,0,0,0,0,0
Gm21988,21,27,27,34,32,47
Gm21989,5,8,10,11,4,6
Gm2199,29,44,38,43,50,46
Gm21990,0,0,0,0,0,0
Gm21991,0,0,0,0,0,0
Gm21992,100,112,131,90,104,99
Gm21994,12,5,5,0,5,2
Gm21996,0,0,0,0,0,0
Gm21998,0,0,0,0,0,0
Gm21999,0,0,0,0,0,0
Gm22,0,0,0,0,1,0
Gm2200,0,0,0,0,0,0
Gm22000,0,0,0,0,0,0
Gm22002,0,0,0,0,0,0
Gm22003,0,0,0,0,0,0
Gm22004,0,0,0,0,0,0
Gm22005,0,0,1,0,0,0
Gm22006,0,0,0,0,0,0
Gm22008,0,0,0,0,0,0
Gm22009,0,1,0,2,2,1
Gm22010,0,0,0,0,0,0
Gm22011,0,0,0,0,0,0
Gm22013,0,0,0,0,0,0
Gm22014,0,0,0,0,0,0
Gm22015,0,0,0,0,0,0
Gm22016,0,0,0,0,0,0
Gm22018,0,0,0,0,0,0
Gm22019,0,0,0,0,0,0
Gm22020,0,0,0,0,0,0
Gm22021,0,0,0,0,0,0
Gm22022,0,0,0,0,0,0
Gm22023,0,0,0,0,0,0
Gm22024,0,0,0,0,0,0
Gm22025,0,0,0,0,0,0
Gm22026,0,0,0,0,0,0
Gm22027,0,0,0,0,0,1
Gm22029,0,0,0,0,0,0
Gm22030,0,0,0,0,0,0
Gm22031,0,0,0,0,0,0
Gm22032,0,0,0,0,0,0
Gm22033,0,0,0,0,0,0
Gm22034,0,0,0,0,0,0
Gm22035,0,0,0,0,0,0
Gm22036,0,0,0,0,0,0
Gm22037,0,0,0,0,0,0
Gm22038,0,0,0,0,0,0
Gm22039,0,1,0,0,0,1
Gm22042,0,0,0,0,0,0
Gm22043,0,0,0,1,0,0
Gm22044,0,0,0,0,0,0
Gm22045,0,0,0,0,0,0
Gm22046,0,0,0,0,0,0
Gm22047,0,0,0,0,0,0
Gm22048,0,0,0,0,0,0
Gm22050,0,0,0,0,0,0
Gm22051,0,0,0,0,0,0
Gm22053,0,0,0,0,0,0
Gm22054,0,0,0,0,0,0
Gm22055,0,0,0,0,0,0
Gm22056,0,0,0,0,0,0
Gm22057,0,0,0,0,0,0
Gm22058,0,0,0,1,0,0
Gm22059,0,0,0,0,0,0
Gm22060,0,1,1,0,0,0
Gm22061,0,0,0,0,0,0
Gm22062,0,0,0,0,0,0
Gm22063,0,0,0,1,1,0
Gm22064,0,0,0,0,0,0
Gm22065,0,0,0,0,0,0
Gm22066,0,0,0,0,0,0
Gm22067,0,0,0,0,0,0
Gm22068,0,0,0,0,0,0
Gm22069,0,0,0,0,0,0
Gm22070,0,0,0,0,0,0
Gm22071,0,0,0,0,0,0
Gm22072,0,0,0,0,0,0
Gm22073,0,0,0,0,0,0
Gm22074,0,0,0,0,0,0
Gm22075,0,3,0,0,0,0
Gm22076,0,0,0,0,0,0
Gm22077,0,0,0,0,0,0
Gm22078,0,0,0,0,0,0
Gm22079,0,0,0,0,0,3
Gm22080,0,0,0,0,0,0
Gm22082,0,0,0,0,0,0
Gm22083,0,0,0,0,0,0
Gm22084,0,0,0,0,0,0
Gm22085,0,0,0,0,0,0
Gm22087,0,0,0,0,0,0
Gm22088,0,0,0,0,0,0
Gm22089,0,0,0,0,0,0
Gm22090,0,0,0,0,0,0
Gm22091,0,0,0,0,0,0
Gm22092,0,0,0,0,0,0
Gm22093,0,0,0,0,0,0
Gm22094,0,0,0,0,0,0
Gm22095,0,0,0,0,0,0
Gm22097,0,0,0,0,0,0
Gm22098,1,0,1,0,0,0
Gm22099,0,0,0,0,0,0
Gm22100,0,0,0,0,0,0
Gm22101,0,0,0,0,0,0
Gm22102,0,0,0,0,0,0
Gm22103,0,0,0,0,0,0
Gm22105,0,0,0,0,0,0
Gm22106,0,0,0,0,0,0
Gm22107,1,5,0,1,3,3
Gm22108,0,0,0,0,0,0
Gm22109,0,0,0,0,0,0
Gm22111,0,0,0,0,0,0
Gm22112,0,0,0,0,0,0
Gm22113,0,0,0,0,0,0
Gm22114,0,0,0,0,0,0
Gm22115,0,0,0,0,0,0
Gm22116,0,0,0,0,0,0
Gm22117,0,0,0,0,0,0
Gm22118,0,1,0,1,1,5
Gm22119,0,0,0,0,0,0
Gm22120,0,0,0,0,0,0
Gm22121,0,0,0,0,0,0
Gm22122,0,0,0,0,0,0
Gm22123,0,0,0,0,0,0
Gm22126,0,0,0,0,0,0
Gm22127,0,0,0,0,0,0
Gm22128,0,0,0,0,0,0
Gm22129,0,0,0,0,0,0
Gm2213,0,0,0,0,0,0
Gm22130,0,0,0,0,0,0
Gm22131,0,0,0,0,0,0
Gm22132,0,0,0,0,0,0
Gm22133,0,0,0,0,0,0
Gm22135,0,0,0,0,0,0
Gm22136,0,0,0,0,2,0
Gm22137,0,0,0,0,0,0
Gm22138,0,0,0,0,0,0
Gm22139,0,0,0,0,0,0
Gm2214,0,0,0,0,0,1
Gm22140,0,0,0,0,0,0
Gm22141,0,0,0,0,0,0
Gm22143,0,0,0,0,0,0
Gm22144,0,0,0,0,0,0
Gm22145,0,0,0,0,0,0
Gm22146,2,0,2,0,1,0
Gm22148,0,0,0,0,0,0
Gm22149,0,0,0,0,0,0
Gm22150,0,0,0,0,0,0
Gm22151,0,0,0,0,0,0
Gm22152,0,0,0,0,0,0
Gm22154,0,0,0,0,1,0
Gm22155,0,0,0,0,0,0
Gm22156,0,0,0,0,0,0
Gm22157,0,0,0,0,0,0
Gm22158,0,0,0,0,0,0
Gm22159,0,0,0,0,0,0
Gm22160,0,0,0,0,0,0
Gm22163,0,0,0,0,0,0
Gm22164,0,0,0,0,0,0
Gm22165,0,0,0,0,0,0
Gm22166,0,0,0,0,0,0
Gm22169,0,0,0,0,0,0
Gm22170,0,0,0,0,0,0
Gm22171,0,0,0,0,0,0
Gm22174,0,0,0,0,0,0
Gm22175,0,0,1,0,0,0
Gm22177,0,0,0,0,0,0
Gm22180,0,0,0,0,0,0
Gm22183,0,0,0,0,0,0
Gm22184,0,0,0,0,0,0
Gm22186,0,0,0,0,0,0
Gm22187,0,0,0,0,0,0
Gm22189,0,0,0,0,0,0
Gm22190,0,0,0,0,0,0
Gm22191,0,0,0,0,0,0
Gm22192,1,0,0,1,0,0
Gm22193,0,0,0,0,0,0
Gm22194,0,0,0,0,0,0
Gm22195,0,0,0,0,0,0
Gm22196,0,0,0,0,0,0
Gm22197,0,0,0,0,0,0
Gm22198,0,0,0,0,0,0
Gm22199,0,0,0,0,0,0
Gm22200,0,0,0,0,0,0
Gm22201,0,0,0,0,0,0
Gm22202,0,0,0,0,0,0
Gm22203,0,0,0,0,0,0
Gm22204,8,12,10,11,9,10
Gm22205,0,0,0,0,0,0
Gm22206,0,0,0,0,0,0
Gm22207,0,0,0,0,0,0
Gm22208,0,0,0,0,0,0
Gm2221,1,0,0,0,1,0
Gm22210,0,0,0,0,0,0
Gm22211,0,0,0,0,0,0
Gm22212,0,0,0,0,0,0
Gm22213,0,0,0,0,0,0
Gm22214,0,0,0,0,0,0
Gm22215,0,0,0,0,0,0
Gm22216,0,0,0,0,0,0
Gm22217,0,0,0,0,0,0
Gm22218,0,0,0,0,0,0
Gm22219,0,0,0,0,1,0
Gm22220,0,0,0,0,0,0
Gm22221,0,0,0,0,0,0
Gm22223,0,0,0,0,0,0
Gm22224,0,0,0,0,0,0
Gm22225,0,0,0,0,0,0
Gm22226,0,0,0,0,0,0
Gm22227,0,0,0,0,0,0
Gm22228,0,0,0,0,0,0
Gm22229,0,0,0,0,0,0
Gm2223,111,123,86,107,118,74
Gm22231,0,0,0,0,0,0
Gm22232,0,0,0,0,0,0
Gm22233,0,0,0,0,0,0
Gm22234,0,0,0,0,0,0
Gm22235,0,0,0,0,0,0
Gm22236,0,0,0,0,0,0
Gm22238,0,0,0,0,0,0
Gm22239,0,0,0,0,0,0
Gm22240,0,0,0,0,0,0
Gm22242,0,0,0,0,0,0
Gm22243,0,0,0,0,0,0
Gm22245,0,0,0,0,1,0
Gm22246,0,0,0,0,0,0
Gm22247,0,0,0,0,0,0
Gm22248,0,0,0,0,0,0
Gm22249,0,0,0,0,0,0
Gm2225,69,99,46,121,163,144
Gm22251,0,0,0,0,0,0
Gm22252,0,0,0,0,0,0
Gm22253,0,0,0,0,0,0
Gm22254,0,0,0,0,0,0
Gm22255,0,0,0,0,0,0
Gm22256,0,0,0,0,0,0
Gm22257,0,0,0,0,0,0
Gm22258,0,0,0,0,0,0
Gm22259,0,0,0,0,0,0
Gm22260,0,0,0,0,0,0
Gm22261,0,0,0,0,0,0
Gm22262,0,0,0,0,0,0
Gm22263,0,0,0,0,0,0
Gm22264,0,0,0,0,0,0
Gm22265,0,0,0,0,0,0
Gm22266,0,0,0,0,0,0
Gm22267,0,0,0,0,0,0
Gm22268,0,0,0,0,0,0
Gm22269,0,0,0,0,0,0
Gm22270,0,0,0,1,0,0
Gm22271,0,0,0,0,0,0
Gm22272,0,0,0,0,1,0
Gm22273,0,0,0,0,0,0
Gm22274,0,0,0,0,0,0
Gm22275,2,0,1,2,2,1
Gm22276,0,0,0,0,0,0
Gm22277,0,0,0,0,0,0
Gm22279,0,0,0,0,0,0
Gm22281,0,0,0,0,0,0
Gm22282,0,0,0,0,0,0
Gm22283,0,0,0,0,0,0
Gm22284,0,0,0,0,0,0
Gm22285,0,0,0,0,0,0
Gm22286,0,0,0,0,0,0
Gm22287,0,0,0,0,1,0
Gm22288,0,0,0,0,0,0
Gm2229,0,0,0,0,0,0
Gm22290,0,0,0,0,0,0
Gm22291,0,0,0,0,0,0
Gm22293,0,0,0,0,0,0
Gm22294,0,0,0,0,0,0
Gm22295,0,0,0,0,0,0
Gm22296,0,0,0,0,0,0
Gm22297,0,0,0,0,0,0
Gm22298,0,0,0,0,0,0
Gm22299,0,0,0,0,0,1
Gm22300,0,0,0,0,0,0
Gm22301,0,0,0,0,0,1
Gm22302,0,0,0,0,0,0
Gm22303,0,0,0,0,0,0
Gm22304,1,0,1,0,0,0
Gm22305,0,0,0,0,0,0
Gm22306,0,0,0,0,0,0
Gm22307,0,0,0,0,0,0
Gm22308,0,0,0,0,0,0
Gm2231,0,0,0,0,0,0
Gm22310,0,0,0,0,0,0
Gm22311,0,0,0,0,0,0
Gm22312,0,0,0,0,0,0
Gm22313,0,0,0,0,0,0
Gm22314,0,0,0,0,0,0
Gm22315,0,0,0,0,0,0
Gm22316,0,0,0,0,0,0
Gm22317,0,3,4,1,2,1
Gm22319,0,0,0,0,0,0
Gm22320,0,0,0,0,0,0
Gm22321,0,0,0,0,0,0
Gm22322,0,0,0,0,0,0
Gm22323,0,0,0,0,0,0
Gm22324,0,0,0,0,0,0
Gm22325,0,0,0,0,0,0
Gm22326,0,0,0,0,0,0
Gm22327,0,0,0,0,0,0
Gm22328,0,0,0,0,0,0
Gm22330,0,0,0,0,0,0
Gm22331,0,0,0,0,0,0
Gm22332,0,0,0,0,0,0
Gm22333,0,0,0,0,0,0
Gm22334,2,0,0,2,0,5
Gm22335,0,0,0,0,0,0
Gm22336,0,0,0,0,0,0
Gm22337,0,0,0,0,0,0
Gm22338,0,0,0,0,0,0
Gm22339,0,0,0,0,0,0
Gm22340,0,0,0,0,0,0
Gm22341,0,0,0,0,0,0
Gm22342,0,0,0,0,0,0
Gm22343,1,1,0,1,1,0
Gm22344,0,0,0,0,0,0
Gm22345,0,2,0,1,4,1
Gm22346,0,0,0,0,0,0
Gm22347,0,0,0,0,0,0
Gm22348,0,0,0,0,0,0
Gm22349,0,0,0,0,0,0
Gm22350,0,0,0,0,0,0
Gm22351,0,0,0,0,0,0
Gm22352,0,0,0,0,0,0
Gm22353,0,0,0,0,2,0
Gm22354,0,0,0,0,0,0
Gm22355,0,0,0,0,0,2
Gm22357,0,0,0,0,0,0
Gm22358,0,0,0,0,0,0
Gm22359,0,0,0,0,0,0
Gm22360,0,0,0,0,0,0
Gm22361,0,0,0,0,0,0
Gm22362,1,2,1,3,3,1
Gm22363,0,0,0,0,0,0
Gm22364,0,0,0,0,0,0
Gm22365,0,0,0,0,0,0
Gm22367,0,0,0,0,0,0
Gm22368,0,0,0,0,0,0
Gm22369,0,0,0,0,0,0
Gm2237,4,9,11,2,4,17
Gm22370,0,0,0,0,0,0
Gm22371,0,0,0,0,0,0
Gm22372,1,0,0,0,1,0
Gm22373,0,0,0,0,0,0
Gm22374,0,0,0,0,0,0
Gm22378,0,0,0,0,0,0
Gm22379,0,0,0,0,0,0
Gm2238,0,8,5,4,0,1
Gm22380,0,0,0,0,0,0
Gm22381,0,0,0,0,0,0
Gm22382,0,0,0,0,0,0
Gm22383,0,0,0,0,0,0
Gm22384,0,0,0,0,0,0
Gm22385,0,0,0,0,0,0
Gm22386,0,0,0,0,0,0
Gm22387,0,0,0,0,0,0
Gm22388,0,0,0,0,0,0
Gm22389,0,0,0,0,0,0
Gm22390,0,0,0,0,0,0
Gm22391,0,0,0,0,0,0
Gm22392,3,0,1,0,1,1
Gm22393,0,0,0,0,0,0
Gm22394,0,0,0,0,0,0
Gm22395,0,0,0,0,0,0
Gm22396,0,0,0,0,0,0
Gm22398,0,0,0,0,0,0
Gm22401,0,0,0,0,0,0
Gm22402,0,0,0,0,0,0
Gm22403,0,0,0,0,0,0
Gm22406,0,0,0,0,0,0
Gm22408,0,0,0,0,0,0
Gm22411,0,0,0,0,0,0
Gm22413,0,0,0,0,0,0
Gm22414,0,0,0,0,0,0
Gm22416,0,0,0,0,0,0
Gm22417,0,0,0,0,0,0
Gm22418,0,0,0,0,0,0
Gm22419,0,0,0,0,0,0
Gm22420,0,0,0,0,0,0
Gm22421,0,0,0,0,0,0
Gm22422,1,0,0,0,0,0
Gm22423,0,0,0,0,0,0
Gm22424,0,0,0,0,0,0
Gm22425,0,0,0,0,0,0
Gm22426,0,0,0,0,0,0
Gm22427,0,0,0,0,0,0
Gm22428,0,0,0,0,0,0
Gm22429,0,0,0,0,0,0
Gm22430,0,0,0,0,0,0
Gm22431,0,0,0,0,0,0
Gm22433,0,0,0,0,0,0
Gm22434,0,0,0,0,0,0
Gm22435,1,2,0,1,0,1
Gm22438,0,0,0,0,0,0
Gm22439,0,0,0,0,0,0
Gm2244,0,0,0,0,0,0
Gm22442,0,0,0,0,0,1
Gm22443,0,0,0,0,0,0
Gm22444,0,0,0,0,0,0
Gm22446,0,0,0,0,0,0
Gm22447,0,0,0,0,0,0
Gm22448,0,0,0,0,0,0
Gm22449,0,0,0,0,0,0
Gm2245,15,23,20,18,14,19
Gm22450,0,0,0,0,0,0
Gm22451,0,0,0,0,0,0
Gm22452,0,0,0,0,0,0
Gm22453,0,0,0,0,0,0
Gm22454,0,0,0,0,0,0
Gm22455,0,1,0,1,0,0
Gm22456,0,0,0,0,0,0
Gm22458,0,0,0,0,0,0
Gm22459,0,0,0,0,0,0
Gm22460,0,0,0,0,0,0
Gm22461,0,0,0,0,0,0
Gm22463,0,0,0,0,0,0
Gm22464,0,0,0,0,0,0
Gm22466,0,0,0,0,0,0
Gm22468,0,0,0,0,0,0
Gm22469,0,0,0,0,0,0
Gm22470,0,0,0,0,0,0
Gm22471,0,0,0,0,0,0
Gm22472,0,0,0,0,0,0
Gm22473,0,0,0,0,0,0
Gm22474,0,0,0,0,0,0
Gm22475,0,0,0,0,0,0
Gm22476,0,0,0,0,0,0
Gm22477,0,0,0,0,0,0
Gm22478,1,0,0,2,0,0
Gm22479,0,0,0,0,0,0
Gm22480,0,0,0,0,0,0
Gm22481,0,0,0,0,0,0
Gm22482,0,0,0,0,0,0
Gm22483,0,0,0,0,0,0
Gm22484,0,0,0,0,0,0
Gm22485,0,0,0,0,0,0
Gm22486,0,0,0,0,0,0
Gm22488,0,0,0,2,0,1
Gm22489,0,0,0,0,0,0
Gm22490,0,0,0,0,0,0
Gm22491,0,0,0,0,0,0
Gm22492,0,0,0,0,0,0
Gm22493,0,0,0,0,0,0
Gm22494,0,0,0,0,0,0
Gm22495,0,0,0,0,0,0
Gm22496,0,0,0,0,0,0
Gm22497,0,0,0,0,0,0
Gm22498,0,0,0,0,0,0
Gm22499,0,0,0,0,0,0
Gm22500,0,0,0,0,0,0
Gm22501,0,0,0,0,0,0
Gm22502,0,0,0,0,0,0
Gm22503,0,0,0,0,0,0
Gm22504,0,0,0,0,0,0
Gm22505,0,0,0,0,0,0
Gm22506,0,0,0,0,0,0
Gm22507,0,0,0,0,0,0
Gm22508,0,0,0,0,0,0
Gm22509,0,0,0,0,0,0
Gm22510,0,0,0,0,0,0
Gm22511,0,0,0,0,0,0
Gm22513,1,1,0,0,1,1
Gm22514,0,0,0,0,0,0
Gm22515,0,0,0,0,0,0
Gm22516,1,0,0,0,1,1
Gm22517,0,0,0,0,0,0
Gm22518,0,0,0,0,0,0
Gm22519,0,0,0,0,1,0
Gm22520,0,0,0,0,0,0
Gm22521,0,0,0,0,0,0
Gm22522,0,0,0,0,0,0
Gm22523,0,0,0,0,0,0
Gm22524,0,0,0,0,0,0
Gm22527,0,0,0,0,0,0
Gm22528,0,0,0,0,0,0
Gm22529,0,0,0,0,0,0
Gm2253,2,1,1,4,1,1
Gm22530,0,0,0,0,0,0
Gm22531,0,0,0,0,0,0
Gm22532,0,0,0,0,0,0
Gm22533,0,1,0,0,0,0
Gm22534,0,0,0,0,0,0
Gm22535,0,0,0,0,0,0
Gm22536,0,0,0,0,0,0
Gm22537,0,0,0,0,0,0
Gm22538,0,0,0,0,0,0
Gm22539,0,0,0,0,0,0
Gm22540,0,0,0,0,0,0
Gm22541,0,0,0,0,0,0
Gm22542,0,0,0,0,0,0
Gm22543,0,0,0,0,0,0
Gm22544,0,0,0,0,0,0
Gm22545,0,0,0,0,0,0
Gm22546,0,0,0,0,0,0
Gm22547,0,0,0,0,0,0
Gm22548,0,0,0,0,0,0
Gm22549,0,0,0,0,1,0
Gm22550,0,0,0,0,0,0
Gm22551,0,0,0,0,0,0
Gm22552,0,0,0,0,0,0
Gm22553,0,0,0,0,0,0
Gm22554,0,0,0,0,0,0
Gm22555,0,0,0,0,0,0
Gm22556,0,0,0,0,0,0
Gm22557,0,0,0,0,0,0
Gm22558,0,0,0,0,0,0
Gm22559,0,0,0,0,0,0
Gm22560,0,0,0,0,0,0
Gm22561,0,0,0,0,0,0
Gm22562,0,0,0,0,0,0
Gm22563,0,0,0,0,0,0
Gm22565,0,0,0,0,0,0
Gm22566,0,0,0,0,0,0
Gm22567,0,0,0,0,0,0
Gm22569,0,0,0,0,0,0
Gm22571,0,0,0,0,0,0
Gm22572,0,0,0,0,0,0
Gm22573,0,1,0,0,1,0
Gm22574,0,0,0,0,0,0
Gm22575,0,0,0,0,0,0
Gm22576,0,0,0,0,0,0
Gm22577,0,0,0,0,0,0
Gm22578,0,0,0,0,0,0
Gm22579,0,0,0,0,0,0
Gm22580,0,0,0,0,0,0
Gm22581,1,1,0,0,0,0
Gm22582,0,0,0,0,0,0
Gm22583,0,0,0,0,0,0
Gm22584,0,0,0,0,0,0
Gm22586,0,0,0,0,0,0
Gm22587,0,0,0,0,0,0
Gm22588,0,0,0,0,0,0
Gm22589,0,0,0,0,0,0
Gm22590,0,0,0,0,0,0
Gm22591,0,0,0,0,0,0
Gm22592,0,0,0,0,0,0
Gm22593,0,0,0,0,0,0
Gm22594,0,0,0,0,0,0
Gm22595,0,0,0,0,0,0
Gm22596,12,3,11,2,6,7
Gm22597,0,0,0,0,0,0
Gm22598,0,0,0,0,0,0
Gm22599,0,0,0,0,0,0
Gm2260,3,6,4,2,2,1
Gm22600,0,0,0,0,0,0
Gm22601,0,0,0,0,0,0
Gm22602,0,0,0,0,0,0
Gm22603,0,0,0,0,0,0
Gm22604,0,0,0,0,0,0
Gm22605,0,0,0,0,0,0
Gm22606,0,0,0,0,0,0
Gm22607,0,0,0,0,0,0
Gm22608,0,0,0,0,0,0
Gm22609,0,0,0,0,0,0
Gm22611,0,1,0,0,0,0
Gm22612,0,0,0,0,0,0
Gm22613,0,0,0,2,4,5
Gm22614,0,0,0,0,0,0
Gm22615,0,0,0,0,0,0
Gm22616,0,0,0,0,0,0
Gm22617,0,0,0,0,0,0
Gm22618,0,0,0,0,0,0
Gm22619,0,0,0,0,0,0
Gm22620,0,0,0,0,0,0
Gm22621,0,0,0,0,0,0
Gm22622,0,0,0,0,0,0
Gm22623,0,0,0,0,0,0
Gm22624,0,0,0,0,0,0
Gm22625,0,0,0,0,0,0
Gm22626,0,0,0,0,0,0
Gm22627,0,0,0,0,0,0
Gm22628,0,0,0,0,0,0
Gm22629,0,0,0,0,0,0
Gm22630,0,0,0,0,0,0
Gm22631,0,0,0,0,0,0
Gm22632,0,0,0,0,0,0
Gm22633,0,0,0,0,0,0
Gm22634,0,0,0,0,0,0
Gm22635,0,0,0,0,0,0
Gm22636,0,0,0,0,0,0
Gm22637,0,0,0,0,0,0
Gm22638,0,0,0,0,0,0
Gm22639,0,0,0,0,0,0
Gm22640,0,0,0,0,0,0
Gm22642,0,0,0,0,0,0
Gm22643,0,0,0,0,0,0
Gm22645,0,0,0,0,0,0
Gm22646,0,0,0,0,0,0
Gm22649,0,0,0,0,0,0
Gm22650,0,0,0,0,0,0
Gm22651,0,0,0,0,0,0
Gm22652,0,0,0,0,0,0
Gm22654,0,0,0,0,0,0
Gm22655,0,0,0,0,0,0
Gm22656,0,0,0,0,0,0
Gm22657,0,0,0,0,1,0
Gm22658,0,0,0,0,0,0
Gm22659,0,0,0,0,0,0
Gm22660,0,0,0,0,0,0
Gm22661,0,0,0,0,0,0
Gm22662,0,1,0,0,0,0
Gm22663,0,0,0,0,0,1
Gm22664,0,0,0,0,0,0
Gm22665,0,0,0,0,0,0
Gm22666,0,0,0,0,0,0
Gm22667,0,0,1,0,0,0
Gm22668,0,0,0,0,0,0
Gm22669,0,0,0,0,0,0
Gm22670,0,0,0,0,0,0
Gm22671,0,0,0,0,0,0
Gm22672,0,0,0,0,1,2
Gm22673,0,0,0,0,0,0
Gm22674,0,0,0,0,0,0
Gm22675,0,0,0,0,0,0
Gm22676,0,0,0,0,0,0
Gm22677,0,0,0,0,0,0
Gm22678,0,0,0,0,0,0
Gm22679,0,0,0,0,0,0
Gm22680,0,0,0,0,0,0
Gm22681,0,0,0,0,0,0
Gm22682,0,0,0,0,0,0
Gm22683,0,0,0,0,0,0
Gm22684,0,0,0,0,0,0
Gm22685,0,0,0,0,0,0
Gm22686,0,0,0,0,0,0
Gm22687,0,0,0,0,0,0
Gm22689,0,0,0,0,0,0
Gm22690,0,0,0,0,0,0
Gm22692,0,0,0,0,0,0
Gm22693,0,0,0,0,0,0
Gm22694,0,0,0,0,0,0
Gm22696,0,0,0,0,0,0
Gm22697,0,0,0,0,0,0
Gm22698,0,0,0,0,0,0
Gm22699,0,0,0,0,0,0
Gm22701,0,0,0,1,0,0
Gm22702,0,0,0,0,0,0
Gm22704,0,0,0,0,0,0
Gm22706,0,0,0,0,0,0
Gm22707,0,0,0,0,0,0
Gm22708,0,0,0,0,0,0
Gm22709,0,0,0,0,0,0
Gm22710,0,0,0,0,0,0
Gm22711,0,0,0,0,0,1
Gm22713,0,0,0,0,0,0
Gm22714,0,0,0,0,0,0
Gm22715,0,0,0,0,0,0
Gm22716,0,0,0,0,0,1
Gm22717,0,0,0,0,0,0
Gm22718,0,0,0,0,0,0
Gm2272,6,10,6,10,9,7
Gm22720,1,0,0,0,0,0
Gm22721,0,0,0,0,0,0
Gm22722,0,0,0,0,0,0
Gm22723,0,0,0,0,0,0
Gm22724,0,0,0,0,0,0
Gm22725,0,0,0,0,0,0
Gm22726,0,0,0,0,0,0
Gm22727,0,0,0,0,0,0
